"","msa","house_index","hs_proportion","bachelor_proportion","weekly_wage","annual_wage","pop","percent_white","percent_black","percent_asian","percent_amerindian","percent_hpi","percent_other"
"224","Miami-Miami Beach-Kendall, FL (MSAD)",414.0625,0.86,0.33,1146,59597,6138333,0.39566915,0.194569763,0.004259626,0.026747653,0.000362802,0.097430524
"225","Michigan City-La Porte, IN",200.0025,0.89,0.19,852,44315,112417,0.783742672,0.107546012,0.00383394,0.006707171,0.000222386,0.03043134
"226","Midland, MI",169.275,0.94,0.35,1310,68142,83494,0.895764965,0.011533763,0.00410808,0.020720052,0.001053968,0.009210243
"227","Midland, TX",376.7,0.84,0.27,1525,79308,175220,0.582034014,0.063554389,0.009239813,0.022782787,0.001095765,0.131976943
"228","Milwaukee-Waukesha, WI",257.6958333,0.92,0.36,1131,58834,1574731,0.666654178,0.162562368,0.005919106,0.042157041,0.000345456,0.046043419
"229","Minneapolis-St. Paul-Bloomington, MN-WI",304.8816667,0.94,0.43,1344,69896,3690261,0.729586877,0.091498135,0.007631168,0.071966454,0.000369893,0.033104705
"230","Missoula, MT",308.945,0.96,0.44,881,45786,117922,0.861077662,0.006377097,0.02797612,0.012347145,0.001060023,0.022294398
"231","Mobile, AL",201.8525,0.87,0.24,990,51494,430197,0.557556189,0.347682573,0.012020075,0.019988517,0.000560208,0.014067974
"232","Modesto, CA",278.54,0.8,0.18,1001,52059,552878,0.464120475,0.028782118,0.019069306,0.06290357,0.007721414,0.264306049
"233","Monroe, LA",214.4275,0.87,0.22,809,42076,207104,0.556657525,0.367573779,0.003244747,0.011709093,0.000265567,0.019458823
"234","Monroe, MI",184.685,0.91,0.21,1059,55075,154809,0.888585289,0.026729712,0.003514008,0.00619473,0.00015503,0.012408839
"235","Montgomery, AL",156.2475,0.87,0.31,889,46227,386047,0.474530303,0.433405777,0.003538429,0.024776776,0.000564698,0.022209731
"236","Morgantown, WV",222.5425,0.91,0.36,1026,53363,140038,0.862937203,0.044287979,0.00186378,0.027221183,0.00054271,0.008761907
"237","Morristown, TN",220.8825,0.84,0.17,841,43718,142709,0.86005788,0.021946759,0.005017203,0.007343615,0.002312398,0.045876574
"238","Mount Vernon-Anacortes, WA",294.6625,0.91,0.27,997,51851,129523,0.745350247,0.006855925,0.022219992,0.021864843,0.003227226,0.094485149
"239","Muncie, IN",171.5825,0.9,0.25,841,43743,111903,0.842801355,0.073715629,0.002430677,0.012510835,0.000518306,0.014539378
"240","Muskegon, MI",217.51,0.91,0.2,875,45489,175824,0.760533261,0.135976886,0.007848758,0.006273319,0.0002275,0.019292019
"241","Myrtle Beach-Conway-North Myrtle Beach, SC-NC",243.1825,0.91,0.26,718,37323,487722,0.785371585,0.105447366,0.005136123,0.011410189,0.000844744,0.03242831
"242","Napa, CA",348.7975,0.86,0.37,1159,60288,138019,0.551793594,0.017700462,0.014121244,0.077909563,0.002521392,0.185706316
"243","Naples-Marco Island, FL",326.6625,0.88,0.36,1045,54346,375752,0.683980391,0.06213939,0.005455726,0.014826268,0.000244842,0.087150567
"244","Nashville-Davidson--Murfreesboro--Franklin, TN",346.2358333,0.91,0.37,1195,62149,1989519,0.700201405,0.143142136,0.004500585,0.030930089,0.000506152,0.050651941
"245","New Bern, NC",186.51,0.88,0.24,802,41696,122168,0.669455176,0.203359308,0.004354659,0.026103399,0.001473381,0.028272543
"246","New Haven-Milford, CT",190.35875,0.9,0.36,1197,62259,864835,0.628826308,0.13752103,0.004692225,0.043383998,0.000543456,0.089797476
"247","New Orleans-Metairie, LA",295.3325,0.87,0.31,1098,57093,1271845,0.503380522,0.333302407,0.004806403,0.029370717,0.000392343,0.048061674
"248","New York-Jersey City-White Plains, NY-NJ (MSAD)",297.3608333,0.87,0.41,1734,90161,20140470,0.465357611,0.16076035,0.007515912,0.124593517,0.000523027,0.141472567
"249","Niles, MI",215.995,0.9,0.28,1052,54714,154316,0.736203634,0.138806086,0.006110838,0.020665388,0.000777625,0.027806579
"250","North Port-Sarasota-Bradenton, FL",327.96,0.91,0.34,947,49232,833716,0.777532157,0.058655465,0.003552769,0.020474598,0.000548148,0.049278171
"251","Norwich-New London, CT",203.0625,0.93,0.34,1245,64761,268555,0.750490589,0.059674927,0.009264396,0.040267357,0.000949526,0.049189179
"252","Ocala, FL",239.6325,0.88,0.21,798,41480,375908,0.714438107,0.118143269,0.004062164,0.016152888,0.000454899,0.047524926
"253","Ocean City, NJ",322.34,0.93,0.34,752,39109,95263,0.855904181,0.037443708,0.002655806,0.009531508,0.000293923,0.034598952
"254","Odessa, TX",325.5375,0.77,0.17,1181,61415,165171,0.484134624,0.048622337,0.010032027,0.014161082,0.002155342,0.207197389
"255","Ogden-Clearfield, UT",283.455,0.94,0.32,909,47252,694863,0.820626512,0.011770666,0.008342652,0.016560099,0.006450192,0.056412559
"256","Oklahoma City, OK",260.03875,0.89,0.32,984,51162,1425695,0.625431807,0.102752693,0.040160764,0.0327293,0.001272362,0.071513893
"257","Olympia-Lacey-Tumwater, WA",275.52,0.94,0.36,1013,52661,294793,0.732032307,0.031896958,0.015122476,0.058576696,0.01135373,0.035139912
"258","Omaha-Council Bluffs, NE-IA",257.455,0.92,0.37,1077,56001,967604,0.749019227,0.076919897,0.007984671,0.034929579,0.000878459,0.050088673
"259","Orlando-Kissimmee-Sanford, FL",287.6158333,0.9,0.33,1029,53531,2673376,0.503691961,0.153683956,0.004424742,0.046507487,0.000906345,0.113726988
"260","Oshkosh-Neenah, WI",197.4575,0.93,0.29,1075,55891,171730,0.862056717,0.029691958,0.006550981,0.032615152,0.000308624,0.018226285
"261","Owensboro, KY",204.565,0.9,0.23,949,49356,121559,0.870244079,0.04113229,0.002270502,0.020385163,0.000501814,0.016864239
"262","Oxnard-Thousand Oaks-Ventura, CA",316.0875,0.86,0.34,1182,61475,843843,0.508005636,0.018166886,0.0172698,0.076937298,0.002041849,0.205531124
"263","Palm Bay-Melbourne-Titusville, FL",284.035,0.92,0.31,1065,55362,606612,0.738824817,0.096753773,0.003780011,0.026232584,0.000896784,0.033253546
"264","Panama City, FL",273.0075,0.91,0.24,848,44106,175216,0.749383618,0.101908502,0.00589558,0.023616565,0.001187106,0.030528034
"265","Parkersburg-Vienna, WV",194.4375,0.9,0.21,821,42684,89490,0.929522852,0.011688457,0.001989049,0.00630238,0.00030171,0.004615041
"266","Pensacola-Ferry Pass-Brent, FL",260.16,0.91,0.27,896,46576,509905,0.702317098,0.156917465,0.007185652,0.027391377,0.001625793,0.021796217
"267","Peoria, IL",172.92,0.92,0.28,1138,59200,402391,0.811911797,0.092464792,0.002611887,0.022915522,0.000340465,0.016956145
"268","Philadelphia, PA (MSAD)",300.555,0.91,0.39,1348,70081,6245051,0.607375344,0.203860625,0.003040167,0.066292493,0.000383504,0.05136163
"269","Phoenix-Mesa-Chandler, AZ",373.1,0.88,0.32,1167,60687,4845832,0.601500423,0.058284522,0.025129431,0.043421646,0.002514532,0.133847397
"270","Pine Bluff, AR",185.255,0.86,0.16,823,42806,87751,0.458889357,0.480598512,0.003601099,0.008011305,0.001185172,0.015270481
"271","Pittsburgh, PA",250.11,0.94,0.36,1197,62263,2370930,0.827305319,0.084131122,0.00142771,0.028793343,0.000309583,0.008865298
"272","Pittsfield, MA",234.725,0.93,0.35,1028,53468,129026,0.859222172,0.033295615,0.002224358,0.015648009,0.000186009,0.024886457
"273","Pocatello, ID",254.035,0.91,0.26,748,38911,94896,0.822848171,0.00809307,0.035048896,0.01280349,0.002940061,0.047494099
"274","Port St. Lucie, FL",281.055,0.89,0.26,861,44757,487657,0.649364205,0.151723445,0.005374679,0.016628491,0.000502402,0.06439157
"275","Portland-South Portland, ME",292.7975,0.95,0.41,1102,57300,551740,0.89495052,0.026338493,0.002901729,0.018091855,0.000295429,0.00843332
"276","Portland-Vancouver-Hillsboro, OR-WA",453.7758333,0.92,0.4,1295,67355,2512859,0.714547454,0.030265924,0.010860936,0.070988464,0.006257414,0.060221047
"277","Prescott Valley-Prescott, AZ",279.395,0.92,0.26,819,42608,236209,0.814985881,0.006532351,0.018132247,0.012412736,0.00124466,0.052542452
"278","Providence-Warwick, RI-MA",276.4908333,0.88,0.33,1097,57038,1676579,0.738815767,0.052390016,0.005861937,0.031456913,0.000421692,0.08010896
"279","Provo-Orem, UT",280.2125,0.95,0.41,1054,54823,671185,0.817552538,0.006586858,0.00700254,0.015565008,0.010080678,0.054154965
"280","Pueblo, CO",252.99,0.9,0.23,905,47059,168162,0.647024893,0.021657687,0.022995683,0.010287699,0.001236903,0.120276876
"281","Punta Gorda, FL",265.34,0.91,0.24,811,42172,186847,0.843165799,0.049602081,0.00276697,0.014059632,0.000385342,0.020744245
"282","Racine, WI",202.305,0.91,0.26,1008,52395,197727,0.720377086,0.117854415,0.005365984,0.01171312,0.000298391,0.054064442
"283","Raleigh-Cary, NC",262.20125,0.92,0.48,1236,64246,1413982,0.600948244,0.182614064,0.005667682,0.070292974,0.000494349,0.064058807
"284","Rapid City, SD",288.745,0.94,0.31,893,46420,139074,0.792995096,0.013417317,0.090548916,0.012748609,0.000970706,0.012058329
"285","Reading, PA",191.6875,0.87,0.26,1061,55182,428849,0.72078284,0.051281453,0.005251266,0.014953981,0.00039641,0.117220747
"286","Redding, CA",246.31,0.91,0.22,916,47644,182155,0.78449123,0.010496555,0.026960556,0.032818204,0.002036727,0.035810162
"287","Reno, NV",273.76,0.89,0.32,1109,57655,490596,0.642475683,0.025110274,0.018465295,0.058838637,0.007089336,0.118396807
"288","Richmond, VA",268.25,0.91,0.38,1155,60067,1314434,0.565158083,0.277468477,0.00470773,0.043431622,0.000628407,0.044285221
"289","Riverside-San Bernardino-Ontario, CA",286.39625,0.82,0.22,938,48759,4599839,0.386604401,0.074140638,0.018581303,0.076857038,0.003386423,0.273571097
"290","Roanoke, VA",208.3275,0.9,0.28,927,48210,315251,0.764647852,0.126994046,0.002956374,0.02231238,0.000380649,0.025703328
"291","Rochester, MN",243.8225,0.94,0.4,1256,65326,226329,0.822788949,0.050678437,0.003309342,0.046640068,0.000406488,0.021853143
"292","Rochester, NY",183.46625,0.91,0.36,1066,55455,1090135,0.746542401,0.116871764,0.002787728,0.032476712,0.000310053,0.03379398
"293","Rockford, IL",142.9075,0.88,0.23,967,50300,338798,0.678545918,0.119256902,0.006286932,0.025673115,0.000318774,0.074483911
"294","Rocky Mount, NC",163.07,0.85,0.19,804,41822,143870,0.451859317,0.44753597,0.006485021,0.00714534,0.000375339,0.045471606
"295","Rome, GA",203.7225,0.84,0.21,877,45626,98584,0.704830398,0.14289337,0.007080256,0.013075144,0.000243447,0.05873164
"296","Sacramento-Roseville-Folsom, CA",285.0033333,0.9,0.34,1178,61243,2397382,0.52483751,0.069820329,0.011462087,0.148839442,0.00897771,0.104000948
"297","Saginaw, MI",164.915,0.9,0.22,959,49864,190124,0.704356104,0.182065389,0.004302455,0.012728535,0.000447077,0.029344007
"298","Salem, OR",292.6775,0.86,0.25,892,46399,433353,0.695956876,0.011297949,0.020186776,0.021402875,0.009650331,0.121803703
"299","Salinas, CA",306.7525,0.73,0.26,921,47909,439035,0.36188231,0.022647397,0.029111574,0.060769643,0.004856105,0.342025123
"300","Salisbury, MD-DE",246.785,0.89,0.28,855,44447,418046,0.698949398,0.16526411,0.00605675,0.017292355,0.000389909,0.046449434
"301","Salt Lake City, UT",430.3875,0.92,0.36,1203,62563,1257936,0.722597175,0.01903038,0.011061771,0.040984597,0.017801383,0.090886182
"302","San Angelo, TX",268.505,0.87,0.25,902,46904,122888,0.657606927,0.037058134,0.00872339,0.014663759,0.001448473,0.104094785
"303","San Antonio-New Braunfels, TX",306.99,0.86,0.29,1034,53791,2558143,0.503188837,0.070760704,0.010764058,0.029367787,0.00167387,0.139901483
"304","San Diego-Chula Vista-Carlsbad, CA",358.275,0.88,0.39,1359,70654,3298634,0.495092514,0.047235613,0.012419686,0.124521848,0.004634039,0.157942348
"305","San Francisco-San Mateo-Redwood City, CA (MSAD)",458.84375,0.9,0.51,2337,121550,4749008,0.393025238,0.070569475,0.010314786,0.27505997,0.007084427,0.127189931
"306","San Jose-Sunnyvale-Santa Clara, CA",417.7675,0.89,0.53,3226,167751,2000468,0.324847486,0.022794666,0.011891717,0.380637431,0.003539172,0.145846372
"307","San Luis Obispo-Paso Robles, CA",348.06,0.92,0.36,1011,52591,282424,0.702270345,0.016322975,0.01118531,0.036831147,0.00146234,0.097173045
"308","Santa Cruz-Watsonville, CA",348.1,0.88,0.42,1104,57393,270861,0.592794828,0.011629581,0.013316793,0.046344804,0.001417701,0.191589044
"309","Santa Fe, NM",222.7175,0.9,0.41,906,47120,154823,0.574300976,0.009120092,0.035899059,0.015288426,0.000826751,0.144345478
"310","Santa Maria-Santa Barbara, CA",316.5175,0.82,0.35,1091,56731,448229,0.50141334,0.016451412,0.021491247,0.059230884,0.001568395,0.221989206
"311","Santa Rosa-Petaluma, CA",334.1775,0.89,0.36,1207,62788,488863,0.627341402,0.015576961,0.018113459,0.046730884,0.003763836,0.153423352
"312","Savannah, GA",260.9975,0.9,0.33,937,48705,404798,0.556425674,0.307916541,0.0036265,0.030756081,0.001356232,0.034404814
"313","Scranton--Wilkes-Barre, PA",189.0325,0.91,0.25,905,47055,567559,0.811268961,0.043711755,0.002646421,0.019407674,0.00026429,0.059384135
"314","Seattle-Bellevue-Kent, WA (MSAD)",431.505,0.93,0.44,1821,94710,4018762,0.601019667,0.061403736,0.010613965,0.153629152,0.010919283,0.052585597
"315","Sebastian-Vero Beach, FL",273.585,0.9,0.31,891,46308,159788,0.766897389,0.083654592,0.003323153,0.014957318,0.000425564,0.042700328
"316","Sebring-Avon Park, FL",246.2725,0.85,0.18,710,36907,101235,0.706761496,0.097703363,0.004968637,0.016239443,0.000572924,0.065580086
"317","Sheboygan, WI",199.9475,0.94,0.26,1045,54355,118034,0.83199756,0.021510751,0.004574953,0.05856787,0.000177915,0.02880526
"318","Sherman-Denison, TX",275.5375,0.9,0.21,914,47527,135543,0.736681348,0.056535564,0.017610648,0.014681688,0.000612352,0.069608906
"319","Shreveport-Bossier City, LA",200.8525,0.88,0.24,879,45724,393406,0.507854481,0.394040762,0.005487969,0.014491391,0.000622766,0.02327875
"320","Sierra Vista-Douglas, AZ",201.615,0.89,0.26,914,47554,125447,0.651534114,0.038127656,0.012036956,0.021618692,0.003890089,0.1010626
"321","Sioux City, IA-NE-SD",219.0775,0.87,0.23,959,49849,149940,0.718207283,0.046685341,0.022709084,0.025930372,0.00561558,0.086594638
"322","Sioux Falls, SD",240.975,0.94,0.34,1066,55431,276730,0.833935605,0.045911177,0.021526398,0.020370036,0.000317999,0.02326094
"323","South Bend-Mishawaka, IN-MI",198.29,0.9,0.29,963,50062,324501,0.735945344,0.11847113,0.005845899,0.021454479,0.000536208,0.040348104
"324","Spartanburg, SC",202.5525,0.87,0.25,928,48239,327997,0.66897868,0.195824962,0.004192112,0.025295963,0.000603664,0.045524807
"325","Spokane-Spokane Valley, WA",273.8725,0.94,0.31,985,51214,585784,0.823281278,0.018996763,0.018389031,0.022096882,0.007497644,0.021524999
"326","Springfield, IL",155.3725,0.93,0.33,996,51814,208640,0.783900498,0.124817868,0.00247316,0.021017063,0.000321127,0.009221626
"327","Springfield, MA",226.2875,0.89,0.33,1028,53459,699162,0.707870279,0.067705339,0.004232209,0.034810244,0.000507751,0.09236486
"328","Springfield, MO",190.89,0.92,0.29,872,45357,475432,0.866022901,0.023862508,0.006865335,0.015131501,0.001081122,0.014208131
"329","Springfield, OH",173.44,0.89,0.19,849,44157,136001,0.816817523,0.089705223,0.00308086,0.006632304,0.000683819,0.019374858
"330","St. Cloud, MN",238.5175,0.92,0.27,973,50617,199671,0.836390863,0.076811355,0.004307085,0.018300104,0.000390643,0.020238292
"331","St. George, UT",237.2575,0.94,0.29,776,40344,180279,0.84190061,0.005480394,0.012142291,0.010350623,0.009257873,0.04997809
"332","St. Joseph, MO-KS",213.495,0.9,0.22,936,48682,121467,0.851367038,0.045436209,0.005087802,0.010101509,0.003795269,0.018046054
"333","St. Louis, MO-IL",227.8266667,0.93,0.35,1147,59642,2820253,0.711738982,0.179686716,0.002743371,0.02914703,0.000380462,0.015887582
"334","State College, PA",243.0175,0.94,0.46,929,48328,158172,0.829552639,0.03462054,0.001277091,0.072098728,0.0002845,0.013105986
"335","Staunton, VA",223.0275,0.89,0.25,875,45494,125433,0.844363126,0.069543103,0.002487384,0.008371003,0.000550094,0.020002711
"336","Stockton, CA",265.305,0.8,0.19,977,50810,779233,0.343079669,0.077449235,0.015537073,0.178795046,0.007144205,0.233230625
"337","Sumter, SC",203.8175,0.85,0.2,799,41545,136700,0.460036576,0.45936357,0.004081931,0.01215801,0.000716898,0.017820044
"338","Syracuse, NY",191.96125,0.91,0.32,1061,55156,662057,0.78845175,0.090099493,0.006552306,0.032905022,0.00027188,0.017268906
"339","Tallahassee, FL",221.3325,0.91,0.39,888,46180,384298,0.557853541,0.315296983,0.003242276,0.028558567,0.000546451,0.025724828
"340","Tampa-St. Petersburg-Clearwater, FL",347.273125,0.9,0.31,1084,56380,3175275,0.644342931,0.118369275,0.004352694,0.039269355,0.000787018,0.061979829
"341","Terre Haute, IN",176.9975,0.89,0.2,848,44120,185031,0.884024839,0.045549124,0.003004902,0.012003394,0.000286438,0.011014371
"342","Texarkana, TX-AR",197.2525,0.88,0.2,827,43003,147519,0.638778734,0.246863116,0.008168439,0.008961557,0.000657542,0.035161572
"343","The Villages, FL",280.2225,0.92,0.32,852,44313,129752,0.86363216,0.066226339,0.002974906,0.009680005,0.000315987,0.014689562
"344","Toledo, OH",170.6075,0.91,0.27,978,50856,646604,0.751333119,0.137453526,0.00304514,0.015892262,0.00025054,0.021996462
"345","Topeka, KS",196.1475,0.93,0.29,938,48763,233152,0.776021651,0.062109697,0.015620711,0.011443179,0.001012215,0.037932336
"346","Trenton-Princeton, NJ",211.215,0.9,0.44,1599,83128,387340,0.460698611,0.193610265,0.006304539,0.125308514,0.000531832,0.127980586
"347","Tucson, AZ",279.06,0.89,0.34,993,51633,1043433,0.607017413,0.038290911,0.033153063,0.030061346,0.002136218,0.122349015
"348","Tulsa, OK",236.21,0.9,0.28,1024,53232,1015331,0.613347765,0.079244109,0.081413844,0.028457715,0.001270522,0.054351734
"349","Tuscaloosa, AL",212.095,0.88,0.28,907,47162,268674,0.575496699,0.33929595,0.00384853,0.012517028,0.000442916,0.024937285
"350","Tyler, TX",229.125,0.87,0.27,938,48774,233479,0.619066383,0.16529538,0.007092715,0.017937373,0.000454002,0.094059851
"351","Urban Honolulu, HI",267.30625,0.92,0.36,1115,58005,1016508,0.185401394,0.02038646,0.002241005,0.429758546,0.100440921,0.017124312
"352","Utica-Rome, NY",211.575,0.89,0.25,881,45831,292264,0.822160786,0.05797156,0.002737251,0.037623518,0.00043796,0.02172351
"353","Valdosta, GA",182.1175,0.87,0.24,736,38282,148126,0.538872311,0.354279465,0.004273389,0.014251381,0.000965394,0.029819208
"354","Vallejo, CA",299.155,0.89,0.27,1255,65271,453491,0.387588728,0.13706336,0.011881162,0.160457429,0.00917769,0.147286275
"355","Victoria, TX",240.0375,0.83,0.19,917,47663,98331,0.592000488,0.061069246,0.007698488,0.01483764,0.000437299,0.125667389
"356","Vineland-Bridgeton, NJ",188.5575,0.8,0.17,915,47595,154152,0.483976854,0.185407909,0.015452281,0.013674814,0.000123255,0.181963257
"357","Virginia Beach-Norfolk-Newport News, VA-NC",267.3058333,0.92,0.33,974,50623,1799674,0.540046142,0.302688154,0.004469143,0.041106889,0.001618626,0.028726869
"358","Visalia, CA",226.5425,0.72,0.15,805,41836,473117,0.393676406,0.014093765,0.02249972,0.036341962,0.001528163,0.349237081
"359","Waco, TX",259.8175,0.85,0.24,961,49997,277547,0.599339932,0.148839656,0.009457858,0.018252764,0.00070979,0.107996123
"360","Walla Walla, WA",280.58,0.88,0.29,893,46439,62584,0.726559504,0.016873322,0.011121053,0.015067749,0.002189058,0.113239806
"361","Warner Robins, GA",170.325,0.91,0.3,785,40826,191614,0.527195299,0.338331228,0.003569677,0.027002202,0.000835012,0.033577922
"362","Washington-Arlington-Alexandria, DC-VA-MD-WV (MSAD)",300.4275,0.91,0.52,1600,83198,6385162,0.445421902,0.244682907,0.006276583,0.109561198,0.00072183,0.092569617
"363","Waterloo-Cedar Falls, IA",235.95,0.93,0.3,978,50878,168461,0.820753765,0.082891589,0.002837452,0.021648928,0.005081295,0.017737043
"364","Watertown-Fort Drum, NY",234.795,0.91,0.22,841,43726,116721,0.82456456,0.057461811,0.005089059,0.019259602,0.002647339,0.020056374
"365","Wausau-Weston, WI",196.57,0.92,0.25,978,50848,166428,0.882129209,0.008111616,0.004614608,0.051758118,0.000228327,0.012191458
"366","Weirton-Steubenville, WV-OH",207.3425,0.91,0.18,859,44662,116903,0.894160116,0.04070041,0.001804915,0.004354037,0.000359272,0.005885221
"367","Wenatchee, WA",284.1525,0.83,0.24,797,41466,122012,0.681334623,0.003655378,0.012211914,0.010007212,0.00152444,0.171565092
"368","Wheeling, WV-OH",206.155,0.92,0.21,915,47603,139513,0.913155046,0.02897221,0.001469397,0.005490528,0.000272376,0.00535434
"369","Wichita Falls, TX",201.5875,0.89,0.23,804,41805,148128,0.698362227,0.094229315,0.01110526,0.019010585,0.001221916,0.073807788
"370","Wichita, KS",220.45625,0.9,0.31,975,50713,647610,0.717203255,0.075429657,0.011823474,0.03682772,0.000965087,0.054051049
"371","Williamsport, PA",215.84,0.9,0.23,900,46814,114188,0.87949697,0.05109994,0.001935405,0.008170736,0.000271482,0.008810033
"372","Wilmington, NC",253.275,0.92,0.39,947,49220,285905,0.755992375,0.122435774,0.00486875,0.013490495,0.000647068,0.038341407
"373","Winchester, VA-WV",229.195,0.88,0.26,968,50351,142632,0.7967006,0.047471816,0.004241685,0.017198104,0.000427674,0.059621964
"374","Winston-Salem, NC",204.185,0.88,0.27,1006,52297,675966,0.670073643,0.172489445,0.00612013,0.018240562,0.000525174,0.067137992
"375","Worcester, MA-CT",258.445,0.91,0.35,1169,60768,978529,0.745264576,0.051531431,0.003605412,0.049481415,0.000277968,0.063373697
"376","Yakima, WA",239.555,0.74,0.18,806,41930,256728,0.484734817,0.008253872,0.050555452,0.011802374,0.001203608,0.292445701
"377","York-Hanover, PA",190.455,0.9,0.25,1004,52195,456438,0.817635692,0.061342395,0.00244502,0.014624111,0.00039874,0.040807295
"378","Youngstown-Warren-Boardman, OH-PA",173.11,0.9,0.22,819,42596,541243,0.81534357,0.107944121,0.001794019,0.006974686,0.000234645,0.013023725
"379","Yuba City, CA",273.325,0.81,0.19,906,47110,181208,0.515429782,0.02778023,0.02017571,0.132488632,0.003995409,0.166234383
"380","Yuma, AZ",207.4125,0.75,0.15,811,42149,203881,0.442993707,0.020104865,0.017274783,0.012688774,0.001388065,0.251342695
